**Name**,**Transfer Learning**,**Pre-processing tools**,**Post-processing tools**,**Input region of interest**,**Missing modality**
`ivadomed <https://github.com/ivadomed/ivadomed>`_,|yes|,|yes|,|yes|,|yes| ,|yes|
`monai <https://github.com/Project-MONAI/MONAI>`_,|no|,|yes|,|no|,|yes| ,|no|
`delira <https://github.com/justusschock/delira>`_,|yes|,|no|,|no|,|no|,|no|
`MIC-DKFZ <https://github.com/MIC-DKFZ/medicaldetectiontoolkit>`_,|no|,|no|,|no|,|yes|,|no|
`ANTsPyNet <https://github.com/ANTsX/ANTsPyNet>`_,|no|,|no|,|no|,|no|,|no|
`DLTK <https://github.com/DLTK/DLTK>`_,|yes|,|no|,|no|,|no|,|no|
`MIScnn <https://github.com/frankkramer-lab/MIScnn>`_,|no|,|yes|,|yes|,|no|,|no|
`niftytorch <https://niftytorch.github.io/doc/>`_,|no|,|no|,|no|,|yes|,|no|
`DeepNeuro <https://github.com/QTIM-Lab/DeepNeuro>`_,|no|,|yes|,|yes|,|no|,|no|
